run_name,architecture,total_requests,completed_requests,total_duration_sec,throughput_req_per_sec,p50_latency_sec,p95_latency_sec,p99_latency_sec,avg_queue_wait_sec,retries,timeouts,crashes,api_429_errors,max_active_workers,avg_master_aggregation_duration_ms,avg_queue_lock_wait_ms
unknown,monolithic,1,1,0.612916,1.631544942536987,0.612916,0.612916,0.612916,0.0,0,0,0,0,1,0.0,0.0
unknown,queue_based,1,2,40.16387,0.0497959982441931,40.160868,40.160868,40.160868,2.671999956521739,0,0,0,0,4,0.0,0.0
unknown,monolithic,1,1,21.458143,0.046602355105938104,21.458143,21.458143,21.458143,0.0,0,0,0,4,1,0.0,0.0
unknown,queue_based,1,2,60.456908,0.03308141395520922,60.4527225,60.45407385000001,60.454193970000006,2.789520347826087,0,0,0,16,4,0.0,7.471623628035836
unknown,monolithic,1,1,21.259934,0.047036834639279684,21.259934,21.259934,21.259934,0.0,0,0,0,4,1,0.0,0.0
unknown,queue_based,1,2,60.793332,0.03289834483821351,60.789332,60.789332,60.789331999999995,2.9425807826086956,0,0,0,16,4,0.0,10.1291096728781
unknown,monolithic,1,1,21.558213,0.046386033944464694,21.558213,21.558213,21.558213,0.0,0,0,0,4,1,0.0,0.0
unknown,queue_based,1,2,62.288827,0.03210848712883933,62.2843505,62.28563975,62.28575435,3.637765086956522,0,0,0,16,4,0.0,6.192953690238621
unknown,monolithic,1,1,21.685134,0.046114540956952346,21.685134,21.685134,21.685134,0.0,0,0,0,4,1,0.0,0.0
unknown,queue_based,1,2,63.300849,0.03159515285490089,63.2965685,63.29732045,63.29738729,4.12436447826087,0,0,0,16,4,0.0,8.890348932017451
unknown,monolithic,1,1,22.429448,0.04458424478391086,22.429448,22.429448,22.429448,0.0,0,0,0,4,1,0.0,0.0
unknown,queue_based,1,2,67.411775,0.02966840733684879,67.406518,67.40721189999998,67.40727358,5.995228608695652,0,0,0,16,4,0.0,11.210794034211531
unknown,monolithic,1,1,23.042794,0.04339751507564577,23.042794,23.042794,23.042794,0.0,0,0,0,4,1,0.0,0.0
unknown,queue_based,1,2,73.942927,0.02704788789332075,73.94011449999999,73.94081515000002,73.94087743000001,8.887116913043478,0,0,0,16,4,0.0,7.287502288818359
