run_name,architecture,total_requests,completed_requests,total_duration_sec,throughput_req_per_sec,p50_latency_sec,p95_latency_sec,p99_latency_sec,avg_queue_wait_sec,retries,timeouts,crashes
run_12_swarm_TA_W16,swarm,10,10,7.456672,1.3410808467906326,3.430363,7.4047473,7.455080659999998,0.000512325,0,0,0
run_13_swarm_TA_W32,swarm,10,10,8.659115,1.1548524300693548,3.7838174999999996,7.863666549999998,8.02113331,0.00034397000000000003,0,0,0
run_13_swarm_TA_W32,swarm,10,10,7.777415,1.2857742578993148,3.4825475,7.615262050000001,7.66549641,0.000344325,0,0,0
run_13_swarm_TA_W32,swarm,10,10,12.765076,0.7833874236236431,3.6807725,12.584858849999996,12.726456569999998,0.00032074,0,0,0
run_14_monolithic_TB_W1,monolithic,10,10,17.422237,0.5739791049794581,14.1754575,17.056514650000004,17.13688373,0.0,0,0,0
run_14_monolithic_TB_W1,monolithic,10,10,23.400426,0.4273426475227417,17.531532,24.19260945,25.795301089999995,0.0,0,0,0
run_14_monolithic_TB_W1,monolithic,10,10,19.063764,0.5245553816129911,14.1258765,19.3238377,19.879956339999996,0.0,0,0,0
run_15_master_worker_TB_W2,master_worker,10,10,17.937602,0.5574881190919501,13.307159500000001,18.2152786,18.598205319999998,0.0002612,0,0,0
run_15_master_worker_TB_W2,master_worker,10,10,21.660945,0.461660375389901,17.7566855,21.290558199999996,21.30389724,0.00030614,0,0,0
run_15_master_worker_TB_W2,master_worker,10,10,18.424103,0.5427672652503083,17.443579,18.316022700000005,18.412086140000003,0.0002708,0,0,0
run_16_queue_based_TB_W2,queue_based,10,10,19.888643,0.5027995122643611,16.921304,19.367928399999997,19.595950479999996,0.00025082,0,0,0
run_16_queue_based_TB_W2,queue_based,10,10,21.258994,0.47038914447221725,14.424857500000002,23.307949750000002,25.632159550000004,0.0001762,0,0,0
run_16_queue_based_TB_W2,queue_based,10,10,18.905345,0.5289509395358826,15.900949,18.242335500000003,18.294268700000003,0.00018056000000000002,0,0,0
run_17_swarm_TB_W2,swarm,10,10,18.453644,0.5418983914504908,13.754047499999999,17.96016245,18.178297289999996,0.0,0,0,0
run_17_swarm_TB_W2,swarm,10,10,18.636167,0.5365910275433784,13.42508,19.051313499999996,19.548993099999997,0.0,0,0,0
run_17_swarm_TB_W2,swarm,10,10,20.209085,0.4948269553025285,13.2385575,20.8425235,21.7799039,0.0,0,0,0
run_18_queue_based_TA_W4_straggler,queue_based,10,10,15.970602,0.6261504732257431,13.930158,15.944171499999998,16.2368991,4.93324273,0,0,0
run_18_queue_based_TA_W4_straggler,queue_based,10,10,21.442876,0.466355352705486,12.3600985,22.90818295,24.444931790000002,4.31921231,0,0,0
run_18_queue_based_TA_W4_straggler,queue_based,10,10,16.154918,0.6190065464894344,13.628115,16.100954350000002,16.24656927,4.895019305,0,0,0
run_19_queue_based_TA_W4_straggler,queue_based,10,10,17.612993,0.5677626738397046,15.616293,17.3496862,17.51596924,4.89883404522613,0,0,0
run_19_queue_based_TA_W4_straggler,queue_based,10,10,18.053481,0.5539097972296866,16.559158,17.488353900000003,17.648884380000002,4.88560442,0,0,0
run_19_queue_based_TA_W4_straggler,queue_based,10,10,17.393989,0.574911252387247,15.9450595,17.0716671,17.27371422,4.9097538,0,0,0
run_20_master_worker_TB_W2_straggler,master_worker,10,10,28.108178,0.3557683461375547,22.4553645,27.378405649999994,27.380709929999995,0.00028796000000000003,0,0,0
run_20_master_worker_TB_W2_straggler,master_worker,10,10,28.209223,0.3544939894303363,22.2272805,28.076097699999995,28.683916339999996,0.00023920000000000001,0,0,0
run_20_master_worker_TB_W2_straggler,master_worker,10,10,30.752423,0.32517762909283604,22.7279055,31.978116500000002,33.4764001,0.00017526,0,0,0
run_21_queue_based_TB_W2_straggler,queue_based,10,10,27.503843,0.3635855542078247,23.7392845,27.117849400000004,27.212076280000005,0.00014346,0,0,0
run_21_queue_based_TB_W2_straggler,queue_based,10,10,29.690293,0.33681041813901935,26.582881,29.792059149999996,30.42318063,0.00015338,0,0,0
run_21_queue_based_TB_W2_straggler,queue_based,10,10,28.805343,0.34715781721467437,23.224277,28.967469500000004,30.070025900000005,0.00022998,0,0,0
run_22_master_worker_TA_W4_crash,master_worker,10,10,9.849158,1.0153152178084666,8.2497625,8.932078449999999,8.97222449,2.715885895,0,0,50
run_22_master_worker_TA_W4_crash,master_worker,10,10,9.511589,1.0513490437822743,8.545874999999999,8.948398950000001,8.95445819,3.02148941,0,0,50
run_22_master_worker_TA_W4_crash,master_worker,10,10,9.389577,1.0650107028250582,8.1746935,9.083422699999998,9.27467574,2.699648495,0,0,50
run_23_queue_based_TA_W4_crash,queue_based,10,10,29.370025,0.34048319672863747,26.842181500000002,29.0446029,29.459532579999994,6.457194190476191,0,0,10
run_23_queue_based_TA_W4_crash,queue_based,10,10,0.955098,10.470129766788329,0.0009995,0.0024501,0.0028892200000000005,0.0,0,0,10
run_23_queue_based_TA_W4_crash,queue_based,10,10,31.091472,0.3216316036757604,26.0730045,31.395416800000003,32.32307056,6.1091773428571425,0,0,10
