run_name,architecture,total_requests,completed_requests,total_duration_sec,throughput_req_per_sec,p50_latency_sec,p95_latency_sec,p99_latency_sec,avg_queue_wait_sec,retries,timeouts,crashes,api_429_errors,max_active_workers,avg_master_aggregation_duration_ms,avg_queue_lock_wait_ms
unknown,monolithic,1,1,23.182366,0.04313623553350853,23.182366,23.182366,23.182366,0.0,0,0,0,4,1,0.0,0.0
unknown,monolithic,1,1,23.799364,0.04201792955475617,23.799364,23.799364,23.799364,0.0,0,0,0,4,1,0.0,0.0
unknown,monolithic,1,1,23.498552,0.04255581365183693,23.498552,23.498552,23.498552,0.0,0,0,0,4,1,0.0,0.0
unknown,master_worker,1,1,23.575513,0.0424168924765285,23.570516,23.570516,23.570516,7.82541975,0,0,0,4,8,0.0,0.0
unknown,master_worker,1,1,22.864791,0.043735365873232776,22.858791,22.858791,22.858791,7.645487453125,0,0,0,4,8,0.0,0.0
unknown,master_worker,1,1,23.672933,0.042242336427007164,23.667083,23.667083,23.667083,7.9569667031249995,0,0,0,4,8,0.0,0.0
unknown,swarm,1,1,78.652962,0.012714079350247483,78.648962,78.648962,78.648962,41.0677369375,0,0,0,4,2,0.0,0.0
unknown,swarm,1,1,74.89844,0.013351412926624374,74.892926,74.892926,74.892926,40.860884734375,0,0,0,4,2,0.0,0.0
unknown,swarm,1,1,74.877836,0.01335508681100239,74.872711,74.872711,74.872711,40.03134034375,0,0,0,4,2,0.0,0.0
