run_name,architecture,total_requests,completed_requests,total_duration_sec,throughput_req_per_sec,p50_latency_sec,p95_latency_sec,p99_latency_sec,avg_queue_wait_sec,retries,timeouts,crashes
run_12_master_worker_TB_W2_straggler,master_worker,30,30,7.108499,4.22030023497225,2.04428,2.1072232,2.13179504,0.0002536666666666667,0,0,0
run_12_master_worker_TB_W2_straggler,master_worker,30,30,7.052518,4.253799848508008,2.0472495000000004,2.08265045,2.08287489,0.00027652,0,0,0
run_13_queue_based_TB_W2_straggler,queue_based,30,30,7.2876,4.116581590647127,2.092642,2.14558215,2.1602476299999998,2.642666666666667e-05,0,0,0
run_13_queue_based_TB_W2_straggler,queue_based,30,30,7.207504,4.162328595308445,2.0838305,2.1188716500000004,2.12062873,3.097333333333333e-05,0,0,0
run_13_queue_based_TB_W2_straggler,queue_based,30,30,7.230247,4.149235842150344,2.085673,2.12960435,2.15810327,4.6553333333333334e-05,0,0,0
run_14_swarm_TA_W4,swarm,30,30,3.15043,9.522509625670146,0.0775705,0.08422935,0.09693067,0.00032420333333333333,0,0,0
run_14_swarm_TA_W4,swarm,30,30,3.207779,9.352265227747921,0.0773205,0.08434384999999998,0.08542636999999999,0.000298615,0,0,0
run_14_swarm_TA_W4,swarm,30,30,3.149075,9.526607019521606,0.077743,0.09180585000000001,0.09402917000000001,0.0003577233333333333,0,0,0
run_15_swarm_TB_W2,swarm,30,30,3.666967,8.18114807141706,0.5470090000000001,0.5912855499999999,0.6175723099999999,0.0,0,0,0
run_15_swarm_TB_W2,swarm,30,30,3.550421,8.449702162081623,0.5335460000000001,0.5993721,0.6153408199999999,0.0,0,0,0
run_15_swarm_TB_W2,swarm,30,30,3.635643,8.2516352678192,0.549241,0.5862108500000001,0.60100777,0.0,0,0,0
run_16_swarm_TA_W8,swarm,30,30,3.186824,9.413761161582817,0.0776735,0.08044105,0.08442021000000001,0.0003768616666666667,0,0,0
run_16_swarm_TA_W8,swarm,30,30,3.120118,9.615020970360735,0.077518,0.11230515,0.17012262999999997,0.00041131,0,0,0
run_16_swarm_TA_W8,swarm,30,30,3.151633,9.518874818229154,0.0776325,0.109626,0.1599452,0.0003856283333333333,0,0,0
run_17_master_worker_TA_W4_crash,master_worker,30,30,3.328099,9.014154927482625,0.246008,0.2754785,0.2762349,0.07858953,0,0,150
run_17_master_worker_TA_W4_crash,master_worker,30,30,3.342227,8.976050998331353,0.245209,0.27654270000000003,0.31704854000000005,0.07849973,0,0,150
run_17_master_worker_TA_W4_crash,master_worker,30,30,3.302079,9.085185424091913,0.2451115,0.2677508,0.28553736,0.07795048333333333,0,0,150
run_18_queue_based_TA_W4_crash,queue_based,30,30,107.334983,0.2794988098148765,34.298722999999995,36.1543937,41.12533794,0.0012775886287625419,0,0,512
run_18_queue_based_TA_W4_crash,queue_based,30,30,103.854601,0.28886539172202874,34.290658,34.3621822,34.36728604000001,0.0018905,0,0,510
run_18_queue_based_TA_W4_crash,queue_based,30,30,103.812025,0.2889838629002757,34.318415,34.36252875,34.381668149999996,0.0013522988313856427,0,0,510
