run_name,architecture,total_requests,completed_requests,total_duration_sec,throughput_req_per_sec,p50_latency_sec,p95_latency_sec,p99_latency_sec,avg_queue_wait_sec,retries,timeouts,crashes
run_00_monolithic_TA_W1,monolithic,10,10,2.193492,4.558940721005593,1.2790240000000002,1.5888101999999997,1.66973324,0.0,0,0,0
run_00_monolithic_TA_W1,monolithic,10,10,2.308299,4.332194399425725,1.3153320000000002,1.5278366500000002,1.57149213,0.0,0,0,0
run_00_monolithic_TA_W1,monolithic,10,10,2.075262,4.818668678942707,1.215846,1.3461354499999998,1.3804910900000003,0.0,0,0,0
run_01_master_worker_TA_W2,master_worker,10,10,1.666065,6.002166782208378,0.6502414999999999,0.7523804499999999,0.77603529,0.267756335,0,0,0
run_01_master_worker_TA_W2,master_worker,10,10,1.53206,6.527159510724124,0.611219,0.6899107999999999,0.70295416,0.271112335,0,0,0
run_01_master_worker_TA_W2,master_worker,10,10,1.590735,6.286402197726209,0.610813,0.7053895,0.7211987,0.26860967,0,0,0
run_02_master_worker_TA_W4,master_worker,10,10,1.263878,7.912156078355664,0.3143055,0.34435744999999995,0.3464610900000001,0.11815077,0,0,0
run_02_master_worker_TA_W4,master_worker,10,10,1.339957,7.462926049119487,0.341394,0.4172384,0.42256768000000006,0.126662265,0,0,0
run_02_master_worker_TA_W4,master_worker,10,10,1.275118,7.842411447411142,0.3213015,0.3415226,0.3463749200000001,0.119714345,0,0,0
run_03_master_worker_TA_W16,master_worker,10,10,1.090541,9.169760696755096,0.133175,0.14021705,0.14088100999999997,0.010117665,0,0,0
run_03_master_worker_TA_W16,master_worker,10,10,1.10938,9.014043880365609,0.1323995,0.14908095,0.15197219,0.010295944999999999,0,0,0
run_03_master_worker_TA_W16,master_worker,10,10,1.077382,9.281758930444354,0.1244535,0.13836055000000003,0.13868571000000002,0.01011226,0,0,0
run_04_master_worker_TA_W32,master_worker,10,10,1.02005,9.803441007793737,0.07853299999999999,0.10114909999999998,0.10461542,0.000586735,0,0,0
run_04_master_worker_TA_W32,master_worker,10,10,1.011007,9.891128350248811,0.07797699999999999,0.0902373,0.09387785999999998,0.000496525,0,0,0
run_04_master_worker_TA_W32,master_worker,10,10,1.03124,9.697063729102828,0.0787285,0.0906888,0.09180816,0.00049957,0,0,0
run_05_queue_based_TA_W2,queue_based,10,10,1.652777,6.050423015325117,0.7118425,0.7568120500000001,0.7609696100000002,0.26243253,0,0,0
run_05_queue_based_TA_W2,queue_based,10,10,1.72525,5.796261411389654,0.71795,0.7903449499999999,0.7934825899999999,0.26556188,0,0,0
run_05_queue_based_TA_W2,queue_based,10,10,1.606663,6.224080594374801,0.6810235,0.7934637000000001,0.8000927400000001,0.25750993,0,0,0
run_06_queue_based_TA_W4,queue_based,10,10,1.367609,7.312031435885549,0.4166755,0.45056160000000006,0.4580979200000001,0.11779427,0,0,0
run_06_queue_based_TA_W4,queue_based,10,10,1.335439,7.4881743007355634,0.41994750000000003,0.4849129,0.48682338000000003,0.119371155,0,0,0
run_06_queue_based_TA_W4,queue_based,10,10,1.354497,7.382814432220965,0.41671199999999997,0.4613869,0.46779418000000006,0.11882081,0,0,0
