run_name,architecture,task_type,worker_count,git_commit,experiment_version,failure_mode,straggler_delay_ms,total_requests,completed_requests,total_duration_sec,throughput_req_per_sec,p50_latency_sec,p95_latency_sec,p99_latency_sec,avg_queue_wait_sec,avg_execution_time_sec,avg_aggregation_time_sec,avg_retry_delay_sec,total_queue_ops,total_handoffs,total_aggregations,avg_queue_depth,max_queue_depth,p95_queue_depth,worker_crashes,queue_stalls,retry_attempts,timeouts_hit,failure_root_causes,retries,timeouts,crashes,api_429_errors,max_active_workers,avg_master_aggregation_duration_ms,avg_queue_lock_wait_ms,utilization_busy,utilization_idle,utilization_blocked,avg_dispatch_master_worker_submit_sec,avg_dispatch_queue_publish_sec,avg_dispatch_swarm_route_sec,avg_dispatch_monolithic_sec
20260612_221830_monolithic_A_42e5923a,monolithic,A,1,4daa25daab4eaef0bc745966eb674e8a49e7bfff,v1.0.0,none,0,50,50,28.542357,1.751782447399141,1.5431265,3.6668145000000005,6.117070330000001,0.0,0.223627775,0.84043368,0.0,0,0,50,0.0,0.0,0.0,0,0,0,0,{},0,0,0,1,1,0.0,0.0,0.6560183092646623,0.23012456450550756,0.11385712622983012,0.0,0.0,0.0,0.0
